ID,Customer_ID,Month,Name,Age,SSN,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Day,Duration,Campaign,Pdays,Previous,Poutcome,Loan_Approval
25.0,24653.0,may,Tina Hull,35.0,773-42-4418,management,single,primary,yes,17292.0,yes,no,telephone,2.0,303.0,8.0,95.0,6.0,success,no
26.0,19227.0,feb,Taylor Romero,32.0,376-78-0578,retired,single,secondary,yes,7746.0,yes,no,cellular,17.0,83.0,2.0,26.0,1.0,success,no
27.0,92003.0,jan,Suzanne Deleon,76.0,017-87-1837,blue-collar,married,secondary,yes,5296.0,yes,yes,unknown,12.0,236.0,6.0,445.0,8.0,success,no
28.0,70812.0,jun,Madison Lynch,39.0,668-18-1066,,married,unknown,yes,18580.0,no,yes,cellular,29.0,286.0,8.0,124.0,1.0,success,no
29.0,19923.0,feb,Elizabeth Johnson PhD,39.0,420-39-8862,retired,married,secondary,yes,10281.0,yes,no,cellular,29.0,170.0,4.0,488.0,2.0,success,yes
30.0,36649.0,jul,Elizabeth Roberts,62.0,846-47-2874,unknown,married,primary,no,-1528.0,yes,no,,6.0,205.0,6.0,301.0,0.0,success,yes
31.0,85299.0,jan,Vicki Ward,50.0,552-99-6921,retired,single,tertiary,no,3593.0,yes,yes,cellular,8.0,451.0,1.0,310.0,0.0,success,no
32.0,99461.0,jan,Emily Garcia,74.0,120-99-7209,services,married,secondary,no,17503.0,no,no,cellular,18.0,181.0,5.0,186.0,3.0,failure,no
33.0,75162.0,jan,Tammy Bennett,63.0,352-37-6491,blue-collar,single,primary,yes,13908.0,no,no,unknown,10.0,376.0,7.0,34.0,4.0,success,no
34.0,30298.0,apr,Paul Cervantes,19.0,176-85-5578,blue-collar,single,primary,yes,3091.0,yes,yes,cellular,22.0,,7.0,54.0,4.0,success,yes
35.0,53167.0,jul,Richard Gutierrez,80.0,676-46-9824,services,single,secondary,yes,4971.0,no,yes,cellular,31.0,257.0,8.0,180.0,3.0,success,yes
36.0,41517.0,dec,Brenda Moore,40.0,564-50-3081,blue-collar,single,,yes,16065.0,no,no,telephone,29.0,181.0,2.0,421.0,3.0,success,yes
37.0,27489.0,mar,Sandra Waters,52.0,,technician,married,unknown,yes,16875.0,yes,no,cellular,8.0,227.0,6.0,40.0,2.0,success,no
38.0,27922.0,mar,Sara Donaldson,60.0,002-46-4629,technician,married,secondary,no,7903.0,no,yes,cellular,20.0,335.0,9.0,24.0,8.0,success,no
39.0,85759.0,jan,Samantha Garcia,72.0,647-60-3431,services,divorced,tertiary,no,2051.0,yes,no,cellular,16.0,336.0,7.0,20.0,9.0,unknown,no
40.0,65468.0,apr,Jeremy Moore,62.0,842-65-9847,blue-collar,married,secondary,yes,8623.0,no,yes,,7.0,411.0,1.0,83.0,8.0,success,yes
41.0,43599.0,may,Erik Montoya,38.0,589-82-1643,technician,married,tertiary,no,-624.0,yes,yes,cellular,2.0,401.0,1.0,387.0,,success,no
42.0,13996.0,jun,David Williams,23.0,816-73-0276,admin.,married,primary,,-77.0,no,no,unknown,21.0,83.0,1.0,337.0,7.0,unknown,yes
43.0,96115.0,jan,Zachary Ramos,41.0,,services,single,tertiary,no,15123.0,yes,no,cellular,3.0,127.0,7.0,63.0,7.0,failure,yes
44.0,67576.0,jun,,43.0,561-95-9156,blue-collar,single,tertiary,no,845.0,yes,yes,unknown,3.0,376.0,6.0,17.0,7.0,success,yes
45.0,65912.0,nov,Derek Olson,62.0,,self-employed,single,secondary,yes,9225.0,no,yes,telephone,26.0,481.0,2.0,411.0,8.0,success,no
46.0,62131.0,may,Cassandra Ross,27.0,891-18-5003,blue-collar,married,unknown,no,17583.0,yes,yes,telephone,30.0,264.0,6.0,140.0,8.0,success,yes
47.0,59958.0,oct,Jacqueline Little,43.0,637-86-4430,management,married,,yes,6896.0,no,yes,telephone,19.0,167.0,6.0,148.0,0.0,success,yes
48.0,54932.0,jan,George Boyd,36.0,302-93-8161,,single,secondary,yes,2015.0,no,no,cellular,14.0,457.0,3.0,364.0,4.0,success,yes
49.0,99950.0,nov,Christopher Charles,73.0,596-38-2913,blue-collar,married,tertiary,no,17291.0,no,yes,unknown,4.0,462.0,8.0,221.0,9.0,success,no
50.0,65727.0,jan,Jesse Smith,23.0,,management,married,unknown,yes,19612.0,no,yes,cellular,18.0,121.0,9.0,375.0,6.0,failure,no
51.0,,aug,Jason Becker,53.0,701-04-5916,blue-collar,married,primary,yes,14679.0,no,yes,telephone,10.0,483.0,5.0,422.0,6.0,failure,yes
52.0,51673.0,jul,Sandra Dixon,24.0,306-20-1082,,married,secondary,yes,19617.0,yes,yes,cellular,26.0,211.0,8.0,30.0,2.0,success,no
53.0,39930.0,dec,Anthony Morton,,455-21-1903,unknown,married,unknown,yes,-433.0,yes,no,cellular,30.0,169.0,3.0,53.0,5.0,success,no
54.0,67533.0,aug,Alan Ponce,55.0,060-40-2398,admin.,single,,yes,8803.0,no,yes,telephone,,188.0,2.0,421.0,5.0,success,no
55.0,86505.0,may,Edwin Jones,64.0,871-23-1714,blue-collar,married,secondary,yes,8704.0,no,yes,unknown,23.0,73.0,1.0,488.0,2.0,success,no
56.0,82329.0,,Jeffrey Brown,37.0,410-21-0743,management,married,primary,no,548.0,no,no,,20.0,404.0,3.0,444.0,7.0,success,no
57.0,24139.0,jul,Amy Hebert,63.0,651-93-1987,blue-collar,divorced,secondary,yes,11103.0,yes,yes,cellular,28.0,421.0,3.0,267.0,6.0,failure,no
58.0,67471.0,feb,Tony Schneider,29.0,737-17-5346,technician,married,tertiary,yes,12050.0,yes,no,cellular,8.0,271.0,4.0,294.0,9.0,success,no
59.0,49533.0,sep,Gregory Brown,46.0,008-85-4338,blue-collar,,secondary,yes,13692.0,yes,yes,,30.0,359.0,8.0,38.0,2.0,success,yes
60.0,78669.0,mar,Steve Johnson,87.0,118-76-3270,blue-collar,divorced,tertiary,no,16363.0,yes,no,unknown,24.0,176.0,7.0,273.0,6.0,failure,no
61.0,37315.0,apr,Brad Cummings,45.0,503-51-5910,blue-collar,single,primary,yes,5952.0,yes,no,cellular,31.0,81.0,5.0,433.0,7.0,success,no
62.0,67552.0,feb,Colleen Ortiz,29.0,381-41-1788,blue-collar,married,secondary,no,,yes,yes,telephone,19.0,3164.0,17.0,924.0,1.0,failure,no
63.0,19192.0,may,Erika Bell,52.0,508-74-7023,services,married,secondary,no,134.0,yes,yes,telephone,14.0,198.0,6.0,484.0,0.0,success,no
64.0,56869.0,,Mrs. Laura Diaz,84.0,044-19-9745,admin.,single,secondary,no,6913.0,no,yes,cellular,2.0,148.0,2.0,33.0,9.0,unknown,no
65.0,70164.0,apr,John Abbott MD,41.0,430-72-3331,blue-collar,divorced,tertiary,no,18334.0,no,yes,cellular,28.0,310.0,1.0,132.0,2.0,success,no
66.0,39434.0,dec,Laurie Hernandez,25.0,035-10-2184,services,married,tertiary,yes,7139.0,no,no,cellular,10.0,328.0,1.0,228.0,5.0,failure,no
67.0,29006.0,aug,Michael Lutz,19.0,,services,married,primary,yes,10822.0,yes,yes,cellular,14.0,254.0,7.0,243.0,7.0,,yes
68.0,24962.0,jan,Stephen Hill,47.0,414-60-2141,admin.,married,tertiary,no,18662.0,no,yes,cellular,21.0,87.0,5.0,446.0,4.0,failure,yes
69.0,,jan,Elizabeth Cruz,79.0,632-43-8650,services,single,primary,yes,18185.0,yes,yes,cellular,9.0,408.0,4.0,242.0,5.0,failure,no
70.0,32686.0,feb,Bianca White,31.0,750-62-7678,management,single,,no,5049.0,no,yes,cellular,2.0,208.0,8.0,206.0,6.0,failure,yes
71.0,30884.0,sep,Justin Boyd,56.0,,blue-collar,married,tertiary,no,3939.0,yes,yes,cellular,18.0,75.0,6.0,272.0,1.0,success,yes
72.0,40577.0,apr,April Ward,66.0,078-57-8304,retired,married,secondary,yes,8284.0,no,no,cellular,3.0,121.0,9.0,138.0,4.0,success,yes
73.0,81458.0,jan,Travis Davis,43.0,787-28-7100,blue-collar,married,unknown,yes,-1156.0,no,no,,1.0,93.0,8.0,190.0,0.0,failure,no
74.0,86283.0,jan,Shaun Thomas,30.0,577-18-2824,technician,married,secondary,yes,15728.0,no,yes,,5.0,327.0,7.0,28.0,2.0,failure,no
75.0,11915.0,oct,Emily Wilson,79.0,,services,single,secondary,,304.0,no,yes,,26.0,459.0,2.0,264.0,7.0,success,no
76.0,71284.0,sep,James Holmes,53.0,020-51-5421,retired,single,primary,no,233115.0,yes,yes,telephone,15.0,798.0,136.0,3168.0,7.0,unknown,no
77.0,56447.0,feb,Katie Martinez,66.0,387-29-7988,blue-collar,,secondary,yes,-387.0,no,yes,telephone,9.0,449.0,2.0,290.0,2.0,success,no
78.0,11964.0,jul,Alyssa Gallagher,,064-81-2329,unemployed,married,tertiary,yes,16455.0,no,no,cellular,28.0,302.0,8.0,180.0,2.0,success,yes
79.0,46751.0,,Kim Mccall,51.0,885-60-7232,services,single,secondary,no,5314.0,yes,yes,,5.0,353.0,7.0,337.0,3.0,success,yes
,96829.0,nov,Norman Gates,78.0,183-84-8540,technician,married,tertiary,no,6088.0,yes,no,unknown,20.0,102.0,6.0,470.0,9.0,failure,no
81.0,77917.0,apr,Scott Wilkinson,74.0,199-15-6047,student,single,primary,no,5879.0,no,yes,,10.0,486.0,1.0,462.0,4.0,failure,yes
82.0,10664.0,jun,Megan Keith,29.0,586-78-8620,unemployed,single,secondary,yes,17180.0,yes,no,cellular,24.0,132.0,7.0,464.0,8.0,failure,no
83.0,90972.0,,Eric Brown,23.0,655-90-2400,student,married,tertiary,,2383.0,no,yes,cellular,13.0,128.0,7.0,451.0,0.0,success,no
84.0,49309.0,may,Jeffrey Gaines,42.0,275-60-2648,services,single,primary,no,16688.0,yes,no,cellular,30.0,,5.0,23.0,5.0,success,no
85.0,48647.0,dec,Louis Smith,40.0,057-24-1730,admin.,married,secondary,no,137805.0,yes,yes,cellular,10.0,1918.0,119.0,1848.0,5.0,success,no
86.0,37578.0,jan,Bruce Moreno,51.0,848-35-4814,technician,single,unknown,no,5244.0,no,yes,cellular,19.0,61.0,1.0,328.0,1.0,failure,yes
87.0,68712.0,jul,Roger Hill,34.0,131-45-4734,blue-collar,married,secondary,no,-602.0,no,no,cellular,23.0,423.0,8.0,344.0,2.0,success,yes
88.0,,apr,Kyle Cooper,84.0,667-56-4103,technician,divorced,primary,yes,6943.0,,yes,,25.0,370.0,8.0,396.0,2.0,failure,no
89.0,29580.0,sep,Jasmine Cooper,80.0,187-65-7760,technician,single,tertiary,no,1524.0,no,no,unknown,28.0,244.0,8.0,486.0,4.0,failure,yes
90.0,55706.0,,Cheryl Robinson,27.0,383-71-9287,blue-collar,married,secondary,no,12987.0,,no,unknown,24.0,348.0,1.0,229.0,4.0,success,yes
91.0,18224.0,dec,Stephanie Barnes,36.0,116-65-3996,management,married,secondary,yes,3035.0,yes,yes,cellular,8.0,145.0,8.0,310.0,9.0,failure,yes
92.0,75067.0,jul,William Obrien,79.0,,technician,married,unknown,,-1715.0,yes,no,unknown,17.0,471.0,4.0,113.0,,failure,no
93.0,93450.0,mar,Robin Davidson,81.0,,management,single,unknown,no,11057.0,yes,yes,telephone,4.0,393.0,4.0,85.0,2.0,failure,yes
94.0,53725.0,mar,Steven Dixon,63.0,787-23-6436,blue-collar,married,tertiary,yes,9838.0,no,yes,cellular,30.0,225.0,5.0,122.0,0.0,success,
95.0,16279.0,feb,Austin Rice,39.0,561-71-5145,admin.,divorced,secondary,no,16930.0,yes,no,cellular,3.0,97.0,7.0,308.0,6.0,failure,no
96.0,30121.0,feb,Aaron Perez,60.0,,management,married,tertiary,no,-303.0,no,yes,unknown,27.0,115.0,8.0,350.0,2.0,success,no
97.0,53522.0,mar,Jeremy Davis,66.0,175-29-5985,unemployed,married,tertiary,no,1445.0,no,yes,cellular,18.0,158.0,6.0,200.0,8.0,success,yes
98.0,38870.0,jan,Lauren Sanders,61.0,780-85-7136,admin.,married,unknown,no,17282.0,no,yes,cellular,8.0,127.0,5.0,56.0,0.0,success,no
99.0,48697.0,nov,Cynthia Anderson,46.0,655-48-7229,self-employed,,primary,yes,319.0,yes,yes,telephone,7.0,187.0,9.0,228.0,3.0,failure,no
100.0,35072.0,jan,,66.0,482-58-0469,unknown,married,unknown,yes,10668.0,yes,yes,,24.0,236.0,4.0,,9.0,success,no
101.0,63168.0,may,Brian Nguyen,63.0,474-81-3780,services,married,secondary,yes,3839.0,no,yes,cellular,15.0,378.0,7.0,,3.0,failure,no
102.0,90754.0,nov,Jessica Hudson,73.0,062-69-8381,blue-collar,single,primary,no,-1777.0,no,yes,unknown,21.0,315.0,9.0,99.0,7.0,success,yes
103.0,73594.0,sep,Melissa Ali,73.0,834-81-4242,,married,secondary,no,,yes,yes,cellular,11.0,301.0,4.0,236.0,0.0,success,yes
104.0,47925.0,sep,Amanda Bennett,54.0,060-44-4872,self-employed,married,tertiary,yes,1439.0,no,no,cellular,7.0,450.0,1.0,279.0,9.0,failure,no
105.0,38533.0,feb,Melanie Huynh,35.0,463-20-2759,unknown,married,secondary,no,9292.0,yes,yes,cellular,3.0,77.0,4.0,77.0,8.0,failure,no
106.0,18086.0,mar,Jennifer Wilson,74.0,107-62-9370,services,married,unknown,yes,7202.0,no,no,cellular,8.0,239.0,6.0,244.0,5.0,unknown,no
107.0,97249.0,mar,Christine Fuller,42.0,709-61-7762,retired,single,secondary,yes,18582.0,no,no,cellular,3.0,181.0,8.0,190.0,2.0,success,yes
108.0,10606.0,nov,Crystal Brooks,43.0,820-17-7778,retired,married,secondary,yes,-16905.0,yes,yes,cellular,26.0,6398.0,51.0,4404.0,5.0,failure,no
,19618.0,oct,Cathy Hickman,65.0,679-92-4284,blue-collar,divorced,secondary,no,11337.0,no,no,cellular,29.0,134.0,7.0,415.0,2.0,success,yes
110.0,25415.0,jun,Bruce Larson,60.0,696-99-3876,services,single,tertiary,yes,8095.0,yes,no,unknown,,252.0,6.0,355.0,4.0,success,no
111.0,71401.0,mar,Meghan Wright,83.0,469-70-3029,entrepreneur,married,primary,no,19550.0,yes,yes,cellular,27.0,161.0,5.0,52.0,7.0,failure,yes
112.0,65446.0,feb,Luis Soto,75.0,055-49-7395,services,married,secondary,yes,17134.0,yes,no,unknown,4.0,337.0,5.0,49.0,3.0,success,no
113.0,23671.0,apr,David Ramirez,73.0,388-13-0844,,married,unknown,yes,17692.0,no,yes,cellular,15.0,190.0,1.0,328.0,1.0,success,no
114.0,41046.0,sep,Kristen Park,32.0,,entrepreneur,single,tertiary,no,3099.0,no,no,unknown,28.0,473.0,2.0,,3.0,success,no
115.0,43617.0,mar,Lance Grant,40.0,292-26-5427,management,married,primary,yes,2429.0,yes,yes,cellular,17.0,496.0,4.0,208.0,2.0,success,yes
116.0,14561.0,may,Jeffery Sweeney,33.0,489-88-0627,management,married,tertiary,no,6042.0,yes,yes,cellular,31.0,87.0,3.0,288.0,3.0,success,no
117.0,89061.0,may,Stacy Moore,75.0,525-24-7352,services,married,secondary,yes,-2385.0,yes,no,unknown,29.0,334.0,8.0,168.0,0.0,success,no
118.0,29802.0,sep,Lindsey Young,26.0,820-02-8612,blue-collar,single,secondary,no,3491.0,yes,no,cellular,5.0,,9.0,359.0,6.0,success,yes
119.0,33197.0,mar,Caitlin Kent,72.0,522-89-3148,services,married,secondary,yes,13858.0,no,yes,,25.0,256.0,8.0,106.0,4.0,success,yes
120.0,35659.0,apr,Maria Shelton,50.0,444-97-2506,services,married,primary,yes,3976.0,yes,yes,cellular,6.0,266.0,2.0,99.0,1.0,success,no
121.0,69245.0,jul,Rebecca Watson,73.0,114-44-7706,,single,primary,no,3081.0,no,no,telephone,26.0,332.0,3.0,484.0,1.0,failure,no
,95595.0,apr,Robert Phillips,44.0,168-19-5072,technician,married,secondary,no,2351.0,yes,no,,5.0,186.0,,87.0,6.0,success,yes
123.0,37629.0,jun,Danielle Cochran,,054-53-7079,unemployed,divorced,secondary,yes,18651.0,no,no,unknown,6.0,64.0,4.0,175.0,1.0,failure,no
124.0,71998.0,jun,Aaron Merritt,50.0,517-60-2920,management,married,tertiary,no,5322.0,no,yes,cellular,7.0,196.0,9.0,152.0,4.0,failure,yes
125.0,69912.0,mar,Emily Jones,33.0,697-07-4397,blue-collar,single,tertiary,no,16992.0,no,no,cellular,11.0,182.0,2.0,194.0,7.0,failure,no
126.0,18878.0,,Christopher Bryant,35.0,671-60-5509,self-employed,single,secondary,no,10729.0,yes,no,cellular,3.0,283.0,5.0,71.0,3.0,success,no
127.0,92151.0,may,Michael Thomas,20.0,821-07-5691,retired,single,tertiary,no,3793.0,yes,no,telephone,16.0,322.0,2.0,53.0,0.0,success,no
128.0,64231.0,feb,Megan Munoz,84.0,,services,married,primary,no,1105.0,yes,no,telephone,2.0,301.0,9.0,441.0,8.0,failure,no
129.0,28650.0,oct,Michele Young,72.0,596-91-3779,unknown,married,tertiary,no,,yes,yes,,25.0,458.0,8.0,489.0,7.0,success,no
130.0,57516.0,nov,Jeremiah Edwards,63.0,481-48-4217,blue-collar,single,primary,yes,-1022.0,no,no,telephone,31.0,165.0,2.0,37.0,7.0,success,yes
131.0,65736.0,aug,Courtney Wong,60.0,356-61-3780,services,single,primary,yes,-2096.0,yes,yes,unknown,20.0,240.0,,207.0,6.0,success,yes
132.0,25912.0,nov,Andrea Flores,83.0,001-53-3946,technician,married,tertiary,no,12504.0,yes,yes,cellular,28.0,182.0,7.0,455.0,0.0,success,no
133.0,56233.0,feb,Craig Guzman,50.0,,management,married,secondary,no,-2414.0,no,yes,telephone,1.0,436.0,9.0,235.0,9.0,success,yes
134.0,,apr,Elizabeth Jones,47.0,392-31-2289,services,married,unknown,no,9996.0,yes,no,telephone,3.0,103.0,2.0,203.0,9.0,failure,yes
135.0,23768.0,aug,Kimberly Velasquez,55.0,290-72-5476,student,single,tertiary,no,9231.0,yes,no,cellular,12.0,211.0,7.0,236.0,5.0,failure,yes
136.0,75208.0,sep,Madison Sanchez,50.0,,technician,married,primary,yes,14707.0,yes,yes,cellular,31.0,195.0,1.0,32.0,4.0,unknown,yes
137.0,18544.0,jun,David Dillon,29.0,876-26-2426,technician,single,unknown,,17412.0,yes,yes,unknown,20.0,441.0,8.0,,9.0,success,yes
138.0,74985.0,mar,Scott Kim,32.0,564-29-8192,blue-collar,married,tertiary,yes,6106.0,no,no,,,346.0,3.0,86.0,3.0,success,no
139.0,52038.0,nov,Jamie Caldwell,87.0,547-70-6592,management,single,unknown,yes,8459.0,yes,yes,cellular,30.0,322.0,6.0,293.0,7.0,success,yes
140.0,81171.0,nov,Jodi Crosby,,884-75-7573,unknown,single,unknown,no,14545.0,no,yes,cellular,7.0,434.0,9.0,16.0,9.0,success,no
141.0,97921.0,oct,Sheila Smith,35.0,251-12-9699,management,married,primary,no,13329.0,yes,no,cellular,15.0,348.0,5.0,163.0,5.0,unknown,yes
142.0,47699.0,jul,Bruce Fisher,19.0,660-38-2928,blue-collar,,primary,no,12415.0,no,no,cellular,27.0,424.0,4.0,184.0,4.0,success,yes
143.0,78327.0,,Marie Burch,31.0,857-75-7904,technician,divorced,,yes,16679.0,no,no,telephone,13.0,218.0,8.0,419.0,1.0,success,no
144.0,77179.0,aug,Kerry Stewart,78.0,704-98-2996,blue-collar,single,tertiary,no,18754.0,no,yes,cellular,27.0,311.0,4.0,487.0,8.0,,no
145.0,83088.0,jul,James Hart,29.0,072-88-5128,services,single,,,11821.0,yes,yes,cellular,23.0,162.0,8.0,131.0,7.0,success,yes
146.0,88079.0,nov,Adrian Bryant,72.0,787-08-7804,management,married,secondary,yes,17102.0,no,yes,cellular,25.0,343.0,8.0,382.0,5.0,success,no
147.0,27237.0,jun,Brittany Griffin,32.0,330-19-9397,,single,secondary,no,7495.0,no,no,,5.0,155.0,5.0,326.0,7.0,success,yes
148.0,82959.0,nov,Eric Weiss,56.0,453-27-2571,student,divorced,tertiary,yes,6619.0,no,no,unknown,3.0,190.0,6.0,26.0,1.0,,yes
149.0,,,Daniel Bryant,48.0,633-13-0498,technician,single,primary,yes,-2245.0,no,yes,cellular,29.0,414.0,2.0,216.0,5.0,unknown,no
150.0,71739.0,may,Jack Wong,55.0,728-43-1796,technician,single,tertiary,yes,-950.0,no,no,telephone,13.0,303.0,9.0,485.0,7.0,failure,no
151.0,89969.0,dec,Jennifer Hicks,71.0,110-66-3959,management,married,primary,no,12520.0,no,yes,cellular,14.0,440.0,6.0,499.0,9.0,success,no
152.0,76033.0,jul,Donald Spencer,44.0,342-89-2699,self-employed,married,unknown,no,13093.0,no,yes,telephone,15.0,86.0,9.0,44.0,0.0,failure,yes
153.0,68600.0,jul,Matthew Smith,69.0,551-18-3871,blue-collar,married,secondary,yes,16334.0,yes,yes,telephone,18.0,179.0,1.0,211.0,3.0,success,no
154.0,46547.0,dec,Susan Vega,73.0,702-34-6611,unknown,married,tertiary,no,7115.0,yes,yes,cellular,17.0,145.0,3.0,89.0,5.0,failure,yes
155.0,90138.0,jun,Donald Adkins,66.0,011-19-6165,housemaid,married,unknown,yes,17310.0,no,no,telephone,1.0,296.0,3.0,296.0,3.0,failure,yes
156.0,59576.0,sep,Megan Martinez,78.0,754-59-6309,unemployed,married,secondary,yes,1039.0,no,yes,telephone,1.0,152.0,5.0,167.0,4.0,success,yes
157.0,66264.0,nov,Martin Ellis,32.0,791-14-8136,services,married,tertiary,no,-2917.0,yes,no,cellular,9.0,330.0,2.0,221.0,8.0,success,yes
158.0,29276.0,feb,Mitchell Garcia,21.0,,management,married,tertiary,yes,17220.0,yes,no,cellular,22.0,306.0,9.0,144.0,0.0,success,yes
159.0,27100.0,jul,Jacob Bush,30.0,532-12-6528,services,single,secondary,no,18977.0,,no,cellular,23.0,102.0,2.0,270.0,0.0,failure,yes
160.0,37209.0,dec,Stefanie Adams,50.0,112-08-8583,services,single,unknown,yes,18366.0,yes,yes,cellular,4.0,310.0,5.0,247.0,3.0,success,yes
161.0,68263.0,feb,Jacqueline Reyes,55.0,673-81-6713,self-employed,married,secondary,yes,607.0,yes,no,cellular,8.0,115.0,6.0,22.0,7.0,success,yes
162.0,50119.0,mar,Jennifer Johnson,37.0,109-31-9885,services,married,secondary,no,19958.0,no,no,cellular,4.0,226.0,4.0,470.0,4.0,success,yes
163.0,71732.0,jun,Joshua Brown,63.0,333-03-2193,blue-collar,married,tertiary,yes,14007.0,yes,no,unknown,14.0,184.0,6.0,336.0,8.0,,no
164.0,26731.0,jul,Mrs. Kendra Butler,35.0,355-67-1378,blue-collar,married,primary,yes,-2469.0,yes,yes,cellular,26.0,331.0,2.0,432.0,9.0,success,no
165.0,14449.0,,Lisa Brown,19.0,518-98-3967,technician,married,tertiary,,,yes,yes,cellular,25.0,79.0,3.0,484.0,6.0,success,no
166.0,22466.0,oct,Brian Knapp,38.0,826-82-8950,services,married,tertiary,yes,7916.0,yes,no,cellular,26.0,164.0,6.0,189.0,5.0,,yes
167.0,51048.0,jul,Tommy Brady,53.0,767-02-0458,blue-collar,single,secondary,yes,2394.0,no,no,telephone,19.0,157.0,9.0,364.0,3.0,unknown,yes
168.0,88241.0,,Emily Lawrence,73.0,,self-employed,married,secondary,yes,3723.0,yes,no,cellular,21.0,377.0,8.0,293.0,4.0,success,yes
169.0,71696.0,,Kristen Taylor,48.0,708-62-9537,technician,single,secondary,no,3619.0,yes,yes,cellular,30.0,184.0,3.0,374.0,6.0,success,no
170.0,39550.0,mar,Karen Nelson,20.0,750-76-5982,blue-collar,single,primary,no,15704.0,yes,yes,cellular,13.0,147.0,2.0,197.0,5.0,success,no
171.0,26209.0,jun,Michael Rivers,34.0,,management,married,primary,yes,1233.0,yes,no,cellular,5.0,73.0,5.0,293.0,1.0,success,no
