ID,Customer_ID,Month,Name,Age,SSN,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Day,Duration,Campaign,Pdays,Previous,Poutcome,Loan_Approval
91.0,13708.0,jun,Gregory Pace,31.0,110-03-9014,entrepreneur,married,tertiary,no,-183.0,yes,yes,telephone,8.0,357.0,8.0,73.0,2.0,failure,
92.0,53547.0,apr,Charles Frye,80.0,092-75-5327,unknown,single,tertiary,no,6489.0,yes,no,unknown,10.0,329.0,6.0,25.0,4.0,success,yes
93.0,94603.0,jul,Teresa Mendoza,75.0,853-75-0529,unemployed,divorced,secondary,no,,no,no,unknown,,101.0,7.0,,,unknown,yes
94.0,24569.0,oct,Jared Rivera,26.0,531-64-7500,,,tertiary,no,8542.0,yes,no,unknown,31.0,404.0,9.0,124.0,9.0,,no
95.0,19668.0,feb,Stephanie Black,28.0,032-86-3697,entrepreneur,divorced,secondary,no,1103.0,no,yes,unknown,5.0,147.0,3.0,409.0,,failure,no
96.0,47817.0,oct,Kimberly Taylor,28.0,181-15-6086,unknown,divorced,tertiary,yes,-2653.0,,yes,cellular,7.0,66.0,2.0,487.0,0.0,unknown,yes
97.0,29370.0,dec,Wendy Alvarado,67.0,317-15-1153,management,divorced,primary,yes,-2752.0,yes,yes,unknown,14.0,401.0,9.0,,5.0,unknown,yes
98.0,84045.0,jul,Kimberly Johnson,60.0,382-13-9643,admin.,,tertiary,yes,18670.0,yes,yes,unknown,25.0,435.0,,,4.0,failure,no
99.0,41702.0,mar,Angelica House,72.0,168-64-5822,student,,unknown,,2270.0,,yes,telephone,10.0,430.0,9.0,59.0,5.0,success,yes
100.0,54796.0,sep,Daniel Cisneros,45.0,043-10-4096,student,,secondary,yes,,no,no,cellular,,190.0,3.0,345.0,2.0,failure,
101.0,25798.0,apr,Mark Brown,67.0,239-19-8141,retired,single,primary,no,-1717.0,yes,no,telephone,30.0,388.0,7.0,412.0,9.0,unknown,yes
102.0,79748.0,jul,Antonio Webb,23.0,,,married,tertiary,no,8116.0,no,no,cellular,21.0,81.0,5.0,326.0,5.0,,no
103.0,83625.0,apr,Jordan Edwards,50.0,720-89-3004,self-employed,divorced,primary,yes,15651.0,yes,yes,unknown,20.0,394.0,9.0,84.0,7.0,unknown,yes
104.0,96242.0,may,Thomas Black,30.0,642-29-5946,retired,single,primary,yes,19767.0,yes,,telephone,12.0,143.0,8.0,139.0,6.0,unknown,yes
105.0,59850.0,oct,William Meyers,61.0,821-25-5598,retired,divorced,unknown,yes,-2428.0,no,yes,telephone,,111.0,2.0,449.0,,success,yes
106.0,80830.0,oct,Denise Santiago,75.0,384-10-6153,management,divorced,unknown,,17606.0,no,no,cellular,,470.0,2.0,146.0,4.0,unknown,yes
107.0,85219.0,jan,Lori Hood,30.0,298-99-6510,unemployed,single,unknown,no,11773.0,no,,unknown,20.0,376.0,7.0,297.0,2.0,unknown,yes
108.0,65976.0,jul,Mr. William Hendricks,37.0,185-97-6701,unemployed,married,primary,,-250.0,yes,yes,,5.0,454.0,9.0,137.0,2.0,success,no
109.0,63478.0,jul,Jessica Wright,87.0,185-92-2691,entrepreneur,single,tertiary,no,,yes,,telephone,7.0,159.0,1.0,109.0,7.0,unknown,yes
,12708.0,jun,Cynthia Ward,24.0,310-71-0113,services,married,unknown,no,4835.0,no,no,telephone,29.0,431.0,4.0,399.0,6.0,unknown,no
111.0,30007.0,nov,Colleen Dyer,53.0,083-78-3852,technician,single,tertiary,,,no,yes,telephone,26.0,,3.0,101.0,3.0,,no
,23101.0,jun,Jill Guzman,23.0,044-06-9393,housemaid,single,,yes,2549.0,no,no,,9.0,157.0,7.0,408.0,3.0,unknown,no
113.0,89467.0,dec,Shannon Thompson,73.0,400-86-6020,management,single,primary,no,18540.0,no,yes,cellular,30.0,383.0,5.0,152.0,5.0,unknown,no
114.0,37731.0,jul,Sarah Browning,,757-79-9060,unemployed,divorced,unknown,yes,870.0,yes,yes,unknown,13.0,162.0,7.0,419.0,5.0,failure,no
115.0,90435.0,may,Jennifer Stein,,531-10-6546,unemployed,single,,,15860.0,yes,yes,,18.0,62.0,6.0,255.0,3.0,success,no
116.0,62980.0,jan,Benjamin Dunn,19.0,490-46-0664,technician,single,secondary,,2305.0,yes,yes,unknown,26.0,314.0,3.0,350.0,0.0,,yes
117.0,23223.0,sep,William King,51.0,414-77-0351,technician,single,secondary,yes,16155.0,yes,yes,telephone,6.0,257.0,9.0,120.0,,unknown,yes
118.0,28218.0,apr,Vickie Bell,84.0,307-38-5572,student,divorced,secondary,no,12017.0,no,no,unknown,10.0,110.0,9.0,451.0,1.0,failure,no
119.0,36190.0,nov,James Sanders,71.0,404-61-5070,unemployed,,tertiary,yes,-972.0,yes,yes,telephone,20.0,193.0,6.0,,0.0,,no
,53837.0,jul,John Copeland,72.0,713-13-1494,admin.,,secondary,no,12788.0,no,yes,telephone,25.0,64.0,4.0,110.0,1.0,unknown,no
121.0,18820.0,mar,Amy Ruiz,,644-31-5906,housemaid,,primary,no,19333.0,no,,unknown,13.0,110.0,9.0,237.0,8.0,failure,
122.0,61095.0,oct,Jessica Smith,23.0,290-88-9289,management,married,secondary,yes,15441.0,no,yes,cellular,,338.0,7.0,286.0,6.0,failure,no
123.0,12295.0,jun,Victor Russell,43.0,661-79-0625,student,single,secondary,yes,-2885.0,no,no,cellular,12.0,228.0,2.0,228.0,8.0,unknown,
124.0,60532.0,oct,Emily Rogers,61.0,452-85-3820,technician,,secondary,,742.0,yes,yes,telephone,16.0,254.0,5.0,406.0,3.0,failure,no
125.0,49301.0,nov,Priscilla Anderson,69.0,190-41-4307,entrepreneur,divorced,unknown,no,9770.0,no,yes,cellular,21.0,351.0,5.0,54.0,6.0,failure,no
126.0,30019.0,may,Melissa Foster,61.0,066-39-8043,unknown,single,secondary,,18618.0,yes,yes,unknown,10.0,,9.0,208.0,7.0,success,yes
127.0,49389.0,jun,Edward Wong,,779-01-9755,housemaid,single,secondary,no,5824.0,yes,yes,cellular,,206.0,,,0.0,failure,yes
128.0,18187.0,aug,Kayla Holmes,63.0,475-61-3284,management,,secondary,no,213192.0,no,no,cellular,3.0,,,6802.0,3.0,failure,yes
129.0,62744.0,may,Emily Rogers,73.0,323-72-9055,technician,married,tertiary,yes,14042.0,no,no,cellular,25.0,204.0,9.0,400.0,8.0,failure,no
130.0,79154.0,,Eugene Kim,76.0,866-01-9725,housemaid,,,yes,18118.0,,no,telephone,21.0,456.0,9.0,462.0,7.0,failure,no
131.0,37746.0,aug,Renee Taylor,32.0,222-94-4227,unknown,married,primary,no,3126.0,yes,no,unknown,6.0,417.0,2.0,227.0,4.0,unknown,no
132.0,10327.0,dec,Christy Golden,55.0,470-68-9087,blue-collar,,tertiary,,14480.0,no,no,telephone,17.0,188.0,8.0,336.0,1.0,failure,yes
133.0,71906.0,mar,Hannah Compton,54.0,358-96-2626,management,divorced,primary,,12886.0,no,no,telephone,,475.0,8.0,30.0,0.0,success,no
,23801.0,sep,James Garcia,29.0,828-99-0170,retired,married,tertiary,no,560.0,yes,yes,cellular,21.0,229.0,3.0,,2.0,failure,no
135.0,77106.0,feb,Jonathan Miller Jr.,52.0,320-48-2522,student,divorced,unknown,yes,-1514.0,yes,no,unknown,13.0,375.0,6.0,303.0,3.0,success,yes
136.0,27041.0,oct,Elizabeth Page,57.0,231-13-4920,blue-collar,,secondary,,10641.0,yes,no,unknown,17.0,293.0,9.0,106.0,6.0,success,no
137.0,18377.0,apr,Brian Johnson,26.0,518-72-1068,housemaid,married,tertiary,no,252.0,no,no,telephone,8.0,258.0,1.0,486.0,,success,no
138.0,95153.0,dec,Paula Baker,76.0,535-19-8454,self-employed,divorced,tertiary,yes,16102.0,,no,cellular,25.0,59.0,6.0,334.0,,failure,yes
139.0,56605.0,apr,Eric Rodriguez,46.0,705-54-3872,services,married,unknown,yes,8472.0,,no,unknown,29.0,169.0,1.0,433.0,0.0,success,yes
140.0,,jan,Melissa Fleming,28.0,576-05-2360,management,single,unknown,yes,1600.0,yes,yes,cellular,30.0,171.0,4.0,,6.0,success,no
141.0,53523.0,apr,Jeanette Davis,45.0,424-81-1144,self-employed,divorced,tertiary,yes,-3006.0,,yes,telephone,19.0,77.0,5.0,249.0,4.0,,yes
142.0,38223.0,apr,David Turner,24.0,162-21-3497,entrepreneur,single,unknown,yes,9680.0,yes,no,cellular,1.0,97.0,9.0,226.0,9.0,failure,no
143.0,,apr,Patrick Christian MD,61.0,,housemaid,married,unknown,yes,9821.0,yes,no,,7.0,70.0,9.0,35.0,8.0,,yes
144.0,42283.0,apr,Brandon Rowe,30.0,882-56-5937,unknown,divorced,secondary,no,10394.0,no,no,cellular,23.0,388.0,3.0,8.0,,failure,no
,75468.0,aug,Gregory Gallegos,66.0,798-05-7609,retired,divorced,secondary,yes,247.0,yes,yes,,4.0,351.0,7.0,194.0,3.0,failure,yes
146.0,83645.0,oct,Patrick Williams,22.0,458-43-4724,self-employed,,secondary,no,18333.0,no,,unknown,8.0,224.0,,360.0,3.0,,yes
147.0,39787.0,,Antonio Massey,,580-28-4116,management,married,primary,yes,9951.0,no,no,unknown,3.0,329.0,4.0,247.0,1.0,,no
148.0,,sep,Eric Anderson,73.0,516-88-3034,housemaid,single,unknown,,18795.0,yes,,unknown,12.0,383.0,8.0,79.0,,success,yes
149.0,96925.0,apr,Shawn Orozco,73.0,870-18-6730,unemployed,divorced,primary,no,17732.0,no,yes,unknown,20.0,366.0,7.0,214.0,4.0,,no
150.0,83849.0,apr,Travis Lee,39.0,248-88-6233,retired,single,secondary,no,8587.0,no,no,unknown,1.0,211.0,,179.0,8.0,,yes
151.0,85969.0,jul,Regina Mitchell,43.0,689-30-4863,housemaid,divorced,tertiary,no,10224.0,yes,yes,cellular,16.0,231.0,8.0,494.0,0.0,failure,no
152.0,51134.0,feb,Joann Gibbs,37.0,512-77-7094,unemployed,married,unknown,no,11423.0,no,,cellular,26.0,474.0,2.0,0.0,,,yes
153.0,76743.0,oct,Sarah Gonzalez,34.0,221-71-1215,housemaid,,unknown,no,-3087.0,yes,yes,unknown,23.0,331.0,3.0,343.0,7.0,success,
154.0,52790.0,mar,Nicole Barber,53.0,783-15-6995,,single,secondary,yes,2321.0,yes,yes,cellular,29.0,401.0,6.0,81.0,1.0,failure,no
,12392.0,nov,,,403-61-1132,blue-collar,single,,yes,6940.0,,yes,cellular,17.0,498.0,3.0,385.0,5.0,unknown,no
156.0,52555.0,may,Angelica Marsh,24.0,500-13-8059,student,,tertiary,yes,4494.0,yes,no,unknown,18.0,66.0,7.0,104.0,2.0,,yes
157.0,48835.0,mar,Monica Rogers,44.0,638-82-5465,,single,secondary,no,17973.0,yes,,telephone,6.0,457.0,7.0,31.0,4.0,failure,no
158.0,81796.0,sep,Calvin Wilson,60.0,008-29-3654,self-employed,single,,yes,1516.0,no,no,telephone,7.0,383.0,3.0,129.0,7.0,failure,yes
159.0,42383.0,feb,Debra May,42.0,470-16-6336,retired,married,secondary,no,13394.0,no,,telephone,8.0,75.0,9.0,108.0,5.0,failure,no
160.0,42500.0,may,Carrie Rocha,77.0,526-20-0714,services,single,tertiary,yes,11096.0,no,no,unknown,16.0,70.0,7.0,496.0,7.0,failure,
161.0,12313.0,oct,Keith Lucas,28.0,674-16-3696,self-employed,single,tertiary,no,5950.0,yes,yes,unknown,17.0,315.0,4.0,15.0,8.0,,yes
162.0,56923.0,dec,Kevin Richmond,34.0,674-98-3439,,single,tertiary,no,12050.0,no,yes,unknown,3.0,272.0,2.0,378.0,,success,
163.0,31135.0,may,,79.0,042-59-1846,services,single,unknown,yes,1518.0,,no,unknown,28.0,428.0,8.0,84.0,4.0,unknown,yes
164.0,91243.0,sep,Jessica Jones,78.0,500-58-3150,self-employed,married,primary,,13924.0,no,yes,unknown,28.0,433.0,,356.0,,unknown,no
165.0,97147.0,nov,Mark Ball,23.0,,services,single,tertiary,,6576.0,no,no,cellular,3.0,457.0,5.0,466.0,1.0,success,no
166.0,38653.0,sep,Jennifer Kelly,41.0,784-15-0533,entrepreneur,single,unknown,no,18569.0,yes,,unknown,10.0,158.0,9.0,405.0,5.0,success,yes
,71066.0,,Amber House,60.0,330-23-3386,student,married,unknown,yes,4982.0,yes,no,cellular,28.0,74.0,6.0,300.0,,success,
168.0,28692.0,apr,Kristy Jones,30.0,576-34-7582,student,married,,no,7473.0,yes,yes,unknown,,346.0,1.0,9.0,3.0,failure,yes
169.0,24697.0,jul,Timothy Baxter,29.0,435-17-4731,unknown,divorced,tertiary,no,2191.0,yes,no,telephone,15.0,481.0,7.0,,9.0,success,no
170.0,65913.0,aug,Natasha Ellis,51.0,378-94-9544,retired,married,tertiary,yes,8417.0,yes,no,telephone,,497.0,8.0,233.0,3.0,success,no
171.0,15054.0,sep,Timothy Young,,827-55-2639,student,married,primary,no,-1541.0,no,yes,unknown,,,4.0,366.0,5.0,,yes
172.0,97173.0,jun,Marie Gay,29.0,841-59-6847,student,single,secondary,no,4692.0,yes,,cellular,4.0,152.0,3.0,99.0,,failure,yes
173.0,19929.0,sep,Matthew Duran,73.0,589-56-8095,housemaid,single,secondary,yes,,yes,no,telephone,8.0,466.0,1.0,100.0,4.0,unknown,yes
174.0,,mar,Kristen Mccarty,49.0,769-14-1110,services,married,secondary,no,16152.0,,yes,telephone,16.0,213.0,9.0,349.0,8.0,,no
175.0,71756.0,dec,Casey Schmidt,48.0,730-83-6795,self-employed,divorced,secondary,,19122.0,yes,,unknown,,228.0,5.0,394.0,0.0,,yes
